판매소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,사업자등록번호,대형폐기물스티커판매여부,영업상태명,전화번호,지정일자,폐업일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
신일청과,전북특별자치도,익산시,전북특별자치도 익산시 고봉로 18길 76-1(영등동),,35.9527107411,126.9773598217,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
영등청아아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 227-10,35.9471399568,126.9716906249,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
원영빌라,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 538-20,35.9495918081,126.9643393582,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
영등라인1차아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 255,35.9479119044,126.9689143373,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
골든캐슬아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 147,35.9568371867,126.973932301,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
삼성청복타운아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 252-9,35.9472512561,126.9694677767,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
수정아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 256-8,35.9486300851,126.9721418672,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
우남그랜드타운아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 822,35.9615218528,126.979631509,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
영등제일3차아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 821,35.9607711845,126.9765296598,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
우남샘물타운아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 800,35.9616357269,126.9730197118,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
영등제일4차아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 810,35.9632466699,126.9737309829,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
한라아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 774,35.9549340135,126.9768954061,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
영등우남아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 772,35.9560910639,126.9785566803,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
영등비사벌아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 771-2,35.9566291537,126.9750795428,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
영등제일2차1지구아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 767-8,35.9553796964,126.9719154757,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
영등우미아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 771-3,35.9559460943,126.9768322607,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
부영3차아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 815,35.9635377498,126.9786225126,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
제일맨션타운,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 768-1,35.9566100508,126.9726134978,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
영등제일2차2지구아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 763,35.9546401739,126.9720677073,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
영등신일아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 714-1,35.9515488945,126.9756865554,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
영등동신아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 682,35.9536883346,126.9756095279,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
영등주공1단지아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 530-1,35.9512197608,126.9663531648,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
영등현대아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 529-2,35.9507850961,126.9635874337,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
유원소라아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 266-3,35.9503538979,126.9688752518,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
영등주공2단지아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 255-6,35.9500088059,126.9695516188,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
영등라인2차아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 254-50,35.9474193184,126.9690408832,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
영등삼성아파트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 249,35.9467372142,126.97102853,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
GS25영등대로점,전북특별자치도,익산시,전북특별자치도 익산시 고봉로 264(영등동),,35.9554878858,126.9702144882,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
프렌즈,전북특별자치도,익산시,전북특별자치도 익산시 선화로 337(영등동),,35.9461464421,126.9671478902,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
현대전기철물,전북특별자치도,익산시,전북특별자치도 익산시 동서로 51길 33(영등동),,35.9542144352,126.9786938599,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
농산물직거래장터,전북특별자치도,익산시,전북특별자치도 익산시 고봉로 34길 44-1(영등동),,35.9600900446,126.9761590562,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
직거래마트,전북특별자치도,익산시,전북특별자치도 익산시 고봉로 34길 16(영등동),,35.9600346463,126.9728936617,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
부영진영쇼핑,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 815 부영3차아파트 상가 101102,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
제일쇼핑,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 768-1 제일상가 109-104,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
동성마트,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 810 제일4차아파트 608113,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
우미태양슈퍼,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 우미아파트상가 우미태양슈퍼7호,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
GS25익산신일점,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 신일아파트상가 714-11 신일아파트상가 112-101,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
쎄븐일레븐 익산영등우남점,전북특별자치도,익산시,전북특별자치도 익산시 하나로 11길 27(영등동),,35.9591033861,126.9786530835,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
롯데쇼핑 (주) 롯데마트익산점,전북특별자치도,익산시,전북특별자치도 익산시 무왕로 1053(영등동),,35.9590561721,126.9741273367,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
세븐일레븐영등2호점,전북특별자치도,익산시,전북특별자치도 익산시 고봉로 34길 5-3(영등동),,35.9600364491,126.9717233808,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
GS25익산영등점,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 822 우남그랜드타운상가 110-101,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
씨유 익산부영큐점,전북특별자치도,익산시,전북특별자치도 익산시 무왕로 17길 52(영등동),,35.9631783585,126.9797949315,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
영등디시마트,전북특별자치도,익산시,전북특별자치도 익산시 고봉로 30길 76(영등동),,35.9553383404,126.9785147619,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
비사벌편의점,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 771-2,35.9566291537,126.9750795428,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
모아지업사,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 822 우남그랜드타운 상가 111-105,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
월드마트,전북특별자치도,익산시,전북특별자치도 익산시 고봉로 24길 17(영등동),,35.9544871006,126.9711257941,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
동산마트,전북특별자치도,익산시,전북특별자치도 익산시 동서로 43길 34(영등동),,35.9540105123,126.9759776562,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
동부상설매장,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 548-1,35.9465908091,126.9660040391,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
주공슈퍼정육점,전북특별자치도,익산시,전북특별자치도 익산시 동서로 326-5(영등동),,35.9503029133,126.9696794152,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
거북면세점,전북특별자치도,익산시,전북특별자치도 익산시 선화로 343-12(영등동),,35.9463291419,126.9678805404,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
참사랑마트,전북특별자치도,익산시,전북특별자치도 익산시 약촌로 215(영등동),,35.9528300903,126.9735176222,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
씨유 익산여산점,전북특별자치도,익산시,전북특별자치도 익산시 여산면 여강로 83,,36.0613102435,127.0769517524,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
이마트24익산육군부사관학교점,전북특별자치도,익산시,"전북특별자치도 익산시 여산면 옥금동길 13-1, 1층",,36.0616593976,127.0679734173,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
코러스마트,전북특별자치도,익산시,전북특별자치도 익산시 여산면 가람로 397,,36.0600759181,127.0834312452,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
여산 하나마트,전북특별자치도,익산시,전북특별자치도 익산시 여산면 가람로 366,,36.0575170822,127.0853359074,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
부사교1호,전북특별자치도,익산시,전북특별자치도 익산시 여산면 옥금동길 100-36,,36.0550715512,127.0638448222,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
푸른마을아파트,전북특별자치도,익산시,,전북특별자치도 익산시 여산동 제남리 333,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
여산슈퍼,전북특별자치도,익산시,전북특별자치도 익산시 여산면 여강로 4,,36.0585317512,127.0847286589,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
어양센트럴파크,전북특별자치도,익산시,전북특별자치도 익산시 하나로337 (어양동),,35.9511183483,126.983356564,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
씨유어양퍼스트점,전북특별자치도,익산시,"전북특별자치도 익산시 하나로9길 10, 1층(어양동)",,35.95813943,126.9808498522,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
초록마을 (익산어양점),전북특별자치도,익산시,"전북특별자치도 익산시 동서로63길 52, 1층(어양동)",,35.9560027415,126.9843898508,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
세븐일레븐 익산영등주공점,전북특별자치도,익산시,전북특별자치도 익산시 하나로 438(어양동),,35.9594972199,126.9818935355,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
세븐일레븐 익산어양스타점,전북특별자치도,익산시,"전북특별자치도 익산시 궁동로 109,1층 102호(어양동)",,35.9626784001,126.9843471874,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
씨유 익산어양점,전북특별자치도,익산시,"전북특별자치도 익산시 동서로61길 18, 제118동 제101, 102호(어양동)",,35.9528442674,126.9813308607,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
이리중앙체육공원매점,전북특별자치도,익산시,,전북특별자치도 익산시 어양동 511-37,35.9519289257,126.9856109137,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
루벤스하우징,전북특별자치도,익산시,전북특별자치도 익산시 선화로 575-7(어양동),,35.9502686656,126.991298518,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
이마트24 익산주공그린점,전북특별자치도,익산시,"전북특별자치도 익산시 하나로10길 27, 상가동101호(어양동,주공7차아파트)",,35.9611359253,126.9843211083,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
씨유어양프리미엄점,전북특별자치도,익산시,"전북특별자치도 익산시 하나로4길 44, 1층 103",,35.9621059835,126.9827446496,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
유한회사 자유,전북특별자치도,익산시,전북특별자치도 익산시 하나로10길 37(어양동),,35.9613370996,126.9851685573,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
세븐일레븐 익산센트럴파크점,전북특별자치도,익산시,"전북특별자치도 익산시 하나로 337, 상가동 1층 118호(어양동, 센트럴파크)",,35.9511183483,126.983356564,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
지에스25(GS25) 어양주공점,전북특별자치도,익산시,전북특별자치도 익산시 하나로8길 14(어양동),,35.9606593747,126.9825434311,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
어양3차오투그란,전북특별자치도,익산시,,전북특별자치도 익산시 어양동 158-44,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
마트&마트 어양점,전북특별자치도,익산시,"전북특별자치도 익산시 동서로 463-4, 제1층 109호(어양동)",,35.9517887396,126.9845397623,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
씨유 어양주공 6차점,전북특별자치도,익산시,"전북특별자치도 익산시 무왕로 1153, 110호(어양동, 어양주공6단지 상가)",,35.9593230468,126.9847512417,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
GS25함열중앙점,전북특별자치도,익산시,"전북특별자치도 익산시 함열읍 함열중앙로 68, 1층",,36.0776633482,126.9647455689,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
지에스(GS)25 어양센터점,전북특별자치도,익산시,,전북특별자치도 익산시 어양동 417,35.9641091686,126.9840508001,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
세븐일레븐 익산어양오투점,전북특별자치도,익산시,"전북특별자치도 익산시 무왕로21길 31, 1층 101호(어양동)",,35.9619919004,126.9857564369,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
씨유 익산중앙체육공원점,전북특별자치도,익산시,"전북특별자치도 익산시 동서로 469, 1층(어양동)",,35.9518065637,126.9850904218,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
킹마트,전북특별자치도,익산시,"전북특별자치도 익산시 무왕로22길 43, 6(어양동,우미상가)",,35.9549092454,126.9881438768,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
세븐일레븐 익산부송로점,전북특별자치도,익산시,"전북특별자치도 익산시 부송로1길 37, 1층 101호, 102호(어양동)",,35.9558056666,126.9868678872,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
라온프라이빗,전북특별자치도,익산시,,전북특별자치도 익산시 어양동 195-2,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
씨유익산어양주공,전북특별자치도,익산시,"전북특별자치도 익산시 궁동로 109, 상가동 102호(어양동)",,35.9626784001,126.9843471874,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
포인트 마트,전북특별자치도,익산시,"전북특별자치도 익산시 동서로63길 25, 상가1동 103,104,105호(어양동)",,35.9532587154,126.9842456284,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
씨유 익산자이,전북특별자치도,익산시,"전북특별자치도 익산시 동서로511, 1층(어양동)",,35.9535928709,126.9888505963,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
이마트24 익산어양주공점,전북특별자치도,익산시,"전북특별자치도 익산시 부송1로17(어양동, 주공아파트상가106)",,35.9574128889,126.9842117702,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
에브리홈마트,전북특별자치도,익산시,전북특별자치도 익산시 동서로 61길35 (어양동),,35.9545846684,126.9808539248,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
세븐일레븐 익산수목토점,전북특별자치도,익산시,"전북특별자치도 익산시 무왕로21길 7-1, 1층(어양동)",,35.9598561501,126.986417596,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
지에스(GS)25뉴익산우남,전북특별자치도,익산시,,전북특별자치도 익산시 영등동 772 영등우남아파트 상가 103동 101,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
코러스마트 어양점,전북특별자치도,익산시,"전북특별자치도 익산시 하나로4길 44, 103호",,35.9621059835,126.9827446496,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
익산로컬푸드직매장 어양점,전북특별자치도,익산시,전북특별자치도 익산시 동서로 63길 57(어양동),,35.9562751592,126.9835121009,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
위드미 익산어양센터점,전북특별자치도,익산시,전북특별자치도 익산시 동서로 463-4 제1층 109호(어양동),,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
어양이편한세상,전북특별자치도,익산시,전북특별자치도 익산시 동서로63길 25,,35.9532587154,126.9842456284,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
모현대림아파트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 235-1,35.9435069062,126.9432898595,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
모현 선아파트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 423-3,35.9491352121,126.9441684426,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
코사마트부영점,전북특별자치도,익산시,전북특별자치도 익산시 선화로1길 25-13(모현동1가),,35.9523694604,126.9371685526,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
거북맨션,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 240-10,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
현재거북빌라,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 414,35.949914186,126.9442352849,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
모현아파트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 194-4,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
배산휴먼시아4단지,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 2가 674,35.9526648826,126.937678419,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
배산휴먼시아5단지아파트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 2가 577,35.9567282782,126.9357469006,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
대림빌리지,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 2가 169-7,35.9638166265,126.9484694069,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
중앙하이츠아파트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 525-2,35.9522361918,126.9429954306,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
우림한솔맨션,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 19번지,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
배산제일2차아파트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 48-4,35.9539752169,126.9462981383,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
배산제일1차아파트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 514-1,35.9535000477,126.9436655743,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
모현현대456차아파트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 302-20,35.9479082905,126.9415771718,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
모현현대3차아파트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 677-2,35.9449871175,126.9385521554,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
모현현대2차아파트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 303-1,35.9455653242,126.9413750742,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
모현현대1차아파트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 2-1,35.9536889393,126.9512645031,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
모현주공2단지아파트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 250-1,35.9429072387,126.9416374869,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
모현제일아파트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 186-35,35.9472283811,126.9453776703,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
모현제일고층아파트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 227-3,35.944342426,126.9447898109,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
모현이화아파트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 94-4,35.9510152164,126.9478071341,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
모현우남아파트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 99-4번지,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
모현명일아파트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 111-1,35.9505909538,126.9479031792,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
모현동신아파트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 2가 198-2번지,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
고려아파트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동 1가 142-2,35.9513940791,126.9465354232,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
신용종합철물,전북특별자치도,익산시,전북특별자치도 익산시 익산대로 309(모현동1가),,35.9533969714,126.9520201965,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
"그린철물,전기",전북특별자치도,익산시,전북특별자치도 익산시 선화로 5길 36(모현동1가),,35.9517267188,126.9433731023,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
씨유배산휴먼시아점,전북특별자치도,익산시,"전북특별자치도 익산시 선화로1길 57-9,상가동1층,103,104,105호배산휴먼시아",,35.9526648826,126.937678419,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
세븐일레븐 (익산송학점),전북특별자치도,익산시,전북특별자치도 익산시 배산로 6길 19(모현동1가),,35.9428305133,126.9401135277,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
주공슈퍼,전북특별자치도,익산시,"전북특별자치도 익산시 고현로 69,101호(모현동1가,주공2차아파트상가",,35.9429072387,126.9416374869,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
제일마트,전북특별자치도,익산시,전북특별자치도 익산시 선화로 19길 30 배산제일아파트상가(모현동1가,,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
이마트24R 익산모현현대점,전북특별자치도,익산시,전북특별자치도 익산시 익산대로 19길 12(모현동1가),,35.953951321,126.9511180266,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
경창홈마트,전북특별자치도,익산시,전북특별자치도 익산시 군익로 11길 21(모현동1가),,35.9441766934,126.9360836828,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
중앙하이츠마트,전북특별자치도,익산시,"전북특별자치도 익산시 선화로 5길45(모현동1가,중앙하이츠A상가)",,35.9522361918,126.9429954306,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
하나로마트(모현점),전북특별자치도,익산시,전북특별자치도 익산시 고현로 115(모현동1가),,35.9472323891,126.9437141362,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
우림할인마트,전북특별자치도,익산시,,전북특별자치도 익산시 모현동1가 19-1,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
화북상회,전북특별자치도,익산시,전북특별자치도 익산시 망성면 나바위길 51,,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
골드팜마켓,전북특별자치도,익산시,"전북특별자치도 익산시 선화로 348, 1층(마동)",,35.9458135973,126.9680901138,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
지에스(GS)25 익산마동점,전북특별자치도,익산시,전북특별자치도 익산시 마동 서동로 99,,,,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
대한종합철물건재,전북특별자치도,익산시,전북특별자치도 익산시 고봉로 36(마동),,35.9370863811,126.9618012917,,N,영업,,,,전북특별자치도 익산시청,2025-08-19,4681000,전북특별자치도 익산시
